licence_ref,licence_ref_n,year,issn,all_published,publisher,journal
http://creativecommons.org/licenses/by-nc-nd/4.0/,4,2016,1525-2027,295,Wiley-Blackwell,"Geochemistry, Geophysics, Geosystems"
http://creativecommons.org/licenses/by/4.0/,2,2016,1525-2027,295,Wiley-Blackwell,"Geochemistry, Geophysics, Geosystems"
NA,NA,2016,1525-3163,3470,American Society of Animal Science (ASAS),Journal of Animal Science
http://www.springer.com/tdm,47,2016,1525-3961,56,Springer Nature,Journal of the Association for Research in Otolaryngology
http://creativecommons.org/licenses/by/4.0,8,2016,1525-3961,56,Springer Nature,Journal of the Association for Research in Otolaryngology
NA,NA,2016,1525-4135,481,Ovid Technologies (Wolters Kluwer Health),JAIDS Journal of Acquired Immune Deficiency Syndromes
NA,NA,2016,1525-755X,174,American Meteorological Society,Journal of Hydrometeorology
NA,NA,2016,1525-7770,74,Informa UK Limited,"Nucleosides, Nucleotides and Nucleic Acids"
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,26,2016,1525-7797,456,American Chemical Society (ACS),Biomacromolecules
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,13,2016,1525-7797,456,American Chemical Society (ACS),Biomacromolecules
http://www.elsevier.com/tdm/userlicense/1.0/,405,2016,1525-8610,405,Elsevier BV,Journal of the American Medical Directors Association
http://creativecommons.org/licenses/by-nc-nd/4.0/,17,2016,1525-8610,405,Elsevier BV,Journal of the American Medical Directors Association
http://creativecommons.org/licenses/by/4.0/,1,2016,1525-8610,405,Elsevier BV,Journal of the American Medical Directors Association
NA,NA,2016,1526-5161,353,Informa UK Limited,The American Journal of Bioethics
http://www.elsevier.com/tdm/userlicense/1.0/,645,2016,1526-5900,645,Elsevier BV,The Journal of Pain
http://creativecommons.org/licenses/by-nc-nd/4.0/,4,2016,1526-5900,645,Elsevier BV,The Journal of Pain
http://creativecommons.org/licenses/by/4.0/,2,2016,1526-5900,645,Elsevier BV,The Journal of Pain
http://doi.wiley.com/10.1002/tdm_license_1.1,82,2016,1526-954X,82,Wiley-Blackwell,genesis
http://www.springer.com/tdm,58,2016,1527-2729,63,Springer Nature,Current Treatment Options in Oncology
http://creativecommons.org/licenses/by/4.0,4,2016,1527-2729,63,Springer Nature,Current Treatment Options in Oncology
http://www.springer.com/tdm,81,2016,1527-2737,84,Springer Nature,Current Urology Reports
http://creativecommons.org/licenses/by/4.0,2,2016,1527-2737,84,Springer Nature,Current Urology Reports
NA,NA,2016,1527-6988,36,American Society of Civil Engineers (ASCE),Natural Hazards Review
http://www.springer.com/tdm,94,2016,1528-4042,100,Springer Nature,Current Neurology and Neuroscience Reports
http://creativecommons.org/licenses/by/4.0,4,2016,1528-4042,100,Springer Nature,Current Neurology and Neuroscience Reports
NA,NA,2016,1528-4050,88,Ovid Technologies (Wolters Kluwer Health),Current Opinion in Allergy and Clinical Immunology
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,24,2016,1528-7483,892,American Chemical Society (ACS),Crystal Growth & Design
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,17,2016,1528-7483,892,American Chemical Society (ACS),Crystal Growth & Design
NA,NA,2016,1529-5192,14,Informa UK Limited,Parenting
http://www.springer.com/tdm,76,2016,1529-7322,83,Springer Nature,Current Allergy and Asthma Reports
http://creativecommons.org/licenses/by/4.0,2,2016,1529-7322,83,Springer Nature,Current Allergy and Asthma Reports
NA,NA,2016,1529-8868,51,Informa UK Limited,Self and Identity
NA,NA,2016,1530-3667,134,Mary Ann Liebert Inc,Vector-Borne and Zoonotic Diseases
NA,NA,2016,1530-4515,142,Ovid Technologies (Wolters Kluwer Health),"Surgical Laparoscopy, Endoscopy & Percutaneous Techniques"
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,62,2016,1530-6984,1221,American Chemical Society (ACS),Nano Letters
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,38,2016,1530-6984,1221,American Chemical Society (ACS),Nano Letters
http://pubs.acs.org/page/policy/authorchoice_ccbyncnd_termsofuse.html,2,2016,1530-6984,1221,American Chemical Society (ACS),Nano Letters
http://www.springer.com/tdm,75,2016,1530-7026,88,Springer Nature,"Cognitive, Affective, & Behavioral Neuroscience"
http://creativecommons.org/licenses/by/4.0,13,2016,1530-7026,88,Springer Nature,"Cognitive, Affective, & Behavioral Neuroscience"
http://www.springer.com/tdm,37,2016,1530-7905,38,Springer Nature,Cardiovascular Toxicology
http://creativecommons.org/licenses/by/4.0,1,2016,1530-7905,38,Springer Nature,Cardiovascular Toxicology
http://www.springer.com/tdm,219,2016,1530-9932,226,American Association of Pharmaceutical Scientists (AAPS),AAPS PharmSciTech
http://creativecommons.org/licenses/by/4.0,7,2016,1530-9932,226,American Association of Pharmaceutical Scientists (AAPS),AAPS PharmSciTech
NA,NA,2016,1531-1074,74,Mary Ann Liebert Inc,Astrobiology
http://www.springer.com/tdm,62,2016,1531-3433,64,Springer Nature,Current Pain and Headache Reports
http://creativecommons.org/licenses/by/4.0,2,2016,1531-3433,64,Springer Nature,Current Pain and Headache Reports
http://www.elsevier.com/tdm/userlicense/1.0/,220,2016,1532-0464,220,Elsevier BV,Journal of Biomedical Informatics
http://www.elsevier.com/open-access/userlicense/1.0/,131,2016,1532-0464,220,Elsevier BV,Journal of Biomedical Informatics
http://creativecommons.org/licenses/by/4.0/,9,2016,1532-0464,220,Elsevier BV,Journal of Biomedical Informatics
http://creativecommons.org/licenses/by-nc-nd/4.0/,5,2016,1532-0464,220,Elsevier BV,Journal of Biomedical Informatics
NA,NA,2016,1532-2092,1132,Oxford University Press (OUP),EP Europace
NA,NA,2016,1533-9114,18,Informa UK Limited,Journal of Comparative Asian Development
http://www.ieee.org/publications_standards/publications/rights/ieeecopyrightform.pdf,5,2016,1534-4320,237,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Neural Systems and Rehabilitation Engineering
http://www.springer.com/tdm,118,2016,1534-4827,131,Springer Nature,Current Diabetes Reports
http://creativecommons.org/licenses/by/4.0,7,2016,1534-4827,131,Springer Nature,Current Diabetes Reports
http://www.elsevier.com/tdm/userlicense/1.0/,300,2016,1534-5807,300,Elsevier BV,Developmental Cell
http://www.elsevier.com/open-access/userlicense/1.0/,198,2016,1534-5807,300,Elsevier BV,Developmental Cell
http://creativecommons.org/licenses/by/4.0/,24,2016,1534-5807,300,Elsevier BV,Developmental Cell
http://creativecommons.org/licenses/by-nc-nd/4.0/,8,2016,1534-5807,300,Elsevier BV,Developmental Cell
http://www.springer.com/tdm,32,2016,1534-6250,36,Springer Nature,Current Treatment Options in Infectious Diseases
http://creativecommons.org/licenses/by/4.0,4,2016,1534-6250,36,Springer Nature,Current Treatment Options in Infectious Diseases
http://www.springer.com/tdm,20,2016,1534-8644,25,Springer Nature,Clinical Reviews in Bone and Mineral Metabolism
http://creativecommons.org/licenses/by/4.0,5,2016,1534-8644,25,Springer Nature,Clinical Reviews in Bone and Mineral Metabolism
http://www.springer.com/tdm,54,2016,1535-1084,56,Springer Nature,NeuroMolecular Medicine
http://creativecommons.org/licenses/by/4.0,2,2016,1535-1084,56,Springer Nature,NeuroMolecular Medicine
http://doi.wiley.com/10.1002/tdm_license_1.1,72,2016,1535-1459,128,Wiley-Blackwell,River Research and Applications
http://doi.wiley.com/10.1002/tdm_license_1,56,2016,1535-1459,128,Wiley-Blackwell,River Research and Applications
http://onlinelibrary.wiley.com/termsAndConditions,54,2016,1535-1459,128,Wiley-Blackwell,River Research and Applications
http://creativecommons.org/licenses/by/4.0/,1,2016,1535-1459,128,Wiley-Blackwell,River Research and Applications
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2016,1535-1459,128,Wiley-Blackwell,River Research and Applications
NA,NA,2016,1535-282X,35,Ovid Technologies (Wolters Kluwer Health),Critical Pathways in Cardiology
NA,NA,2016,1535-3141,97,Mary Ann Liebert Inc,Foodborne Pathogens and Disease
NA,NA,2016,1535-3702,230,SAGE Publications,Experimental Biology and Medicine
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,34,2016,1535-3893,491,American Chemical Society (ACS),Journal of Proteome Research
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,9,2016,1535-3893,491,American Chemical Society (ACS),Journal of Proteome Research
http://www.elsevier.com/tdm/userlicense/1.0/,217,2016,1535-6108,217,Elsevier BV,Cancer Cell
http://www.elsevier.com/open-access/userlicense/1.0/,158,2016,1535-6108,217,Elsevier BV,Cancer Cell
http://creativecommons.org/licenses/by/4.0/,6,2016,1535-6108,217,Elsevier BV,Cancer Cell
http://creativecommons.org/licenses/by-nc-nd/4.0/,5,2016,1535-6108,217,Elsevier BV,Cancer Cell
NA,NA,2016,1535-7163,301,American Association for Cancer Research (AACR),Molecular Cancer Therapeutics
NA,NA,2016,1535-9476,218,American Society for Biochemistry & Molecular Biology (ASBMB),Molecular & Cellular Proteomics
NA,NA,2016,1535-9778,NA,NA,NA
http://www.ieee.org/publications_standards/publications/rights/ieeecopyrightform.pdf,6,2016,1536-125X,189,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Nanotechnology
http://www.springer.com/tdm,95,2016,1536-1632,116,Springer Nature,Molecular Imaging and Biology
http://creativecommons.org/licenses/by/4.0,20,2016,1536-1632,116,Springer Nature,Molecular Imaging and Biology
NA,NA,2016,1537-1719,317,Oxford University Press (OUP),Molecular Biology and Evolution
http://www.elsevier.com/tdm/userlicense/1.0/,159,2016,1537-1891,159,Elsevier BV,Vascular Pharmacology
http://creativecommons.org/licenses/by/4.0/,6,2016,1537-1891,159,Elsevier BV,Vascular Pharmacology
http://creativecommons.org/licenses/by-nc-nd/4.0/,3,2016,1537-1891,159,Elsevier BV,Vascular Pharmacology
NA,NA,2016,1537-6591,987,Oxford University Press (OUP),Clinical Infectious Diseases
NA,NA,2016,1537-6613,728,Oxford University Press (OUP),Journal of Infectious Diseases
NA,NA,2016,1538-4101,527,Informa UK Limited,Cell Cycle
http://doi.wiley.com/10.1002/tdm_license_1,285,2016,1538-7933,373,Wiley-Blackwell,Journal of Thrombosis and Haemostasis
http://onlinelibrary.wiley.com/termsAndConditions,262,2016,1538-7933,373,Wiley-Blackwell,Journal of Thrombosis and Haemostasis
http://doi.wiley.com/10.1002/tdm_license_1.1,88,2016,1538-7933,373,Wiley-Blackwell,Journal of Thrombosis and Haemostasis
http://creativecommons.org/licenses/by-nc-nd/4.0/,11,2016,1538-7933,373,Wiley-Blackwell,Journal of Thrombosis and Haemostasis
http://creativecommons.org/licenses/by-nc/4.0/,7,2016,1538-7933,373,Wiley-Blackwell,Journal of Thrombosis and Haemostasis
http://creativecommons.org/licenses/by/4.0/,5,2016,1538-7933,373,Wiley-Blackwell,Journal of Thrombosis and Haemostasis
http://doi.wiley.com/10.1002/tdm_license_1.1,49,2016,1539-1604,65,Wiley-Blackwell,Pharmaceutical Statistics
http://doi.wiley.com/10.1002/tdm_license_1,16,2016,1539-1604,65,Wiley-Blackwell,Pharmaceutical Statistics
http://onlinelibrary.wiley.com/termsAndConditions,14,2016,1539-1604,65,Wiley-Blackwell,Pharmaceutical Statistics
http://onlinelibrary.wiley.com/termsAndConditions#vor,9,2016,1539-1604,65,Wiley-Blackwell,Pharmaceutical Statistics
http://creativecommons.org/licenses/by/4.0/,2,2016,1539-1604,65,Wiley-Blackwell,Pharmaceutical Statistics
NA,NA,2016,1539-1663,97,Soil Science Society of America,Vadose Zone Journal
http://www.springer.com/tdm,23,2016,1539-2791,30,Springer Nature,Neuroinformatics
http://creativecommons.org/licenses/by/4.0,6,2016,1539-2791,30,Springer Nature,Neuroinformatics
NA,NA,2016,1539-3755,NA,NA,NA
NA,NA,2016,1539-6851,40,Mary Ann Liebert Inc,Lymphatic Research and Biology
NA,NA,2016,1540-2002,76,Informa UK Limited,Behavioral Sleep Medicine
NA,NA,2016,1540-3459,53,Society for Industrial & Applied Mathematics (SIAM),Multiscale Modeling & Simulation
NA,NA,2016,1540-7489,NA,NA,NA
NA,NA,2016,1541-2016,219,Ovid Technologies (Wolters Kluwer Health),Applied Immunohistochemistry & Molecular Morphology
NA,NA,2016,1541-2555,91,Informa UK Limited,COPD: Journal of Chronic Obstructive Pulmonary Disease
http://doi.wiley.com/10.1002/tdm_license_1.1,56,2016,1541-5856,70,Wiley-Blackwell,Limnology and Oceanography: Methods
http://doi.wiley.com/10.1002/tdm_license_1,14,2016,1541-5856,70,Wiley-Blackwell,Limnology and Oceanography: Methods
http://onlinelibrary.wiley.com/termsAndConditions,9,2016,1541-5856,70,Wiley-Blackwell,Limnology and Oceanography: Methods
http://creativecommons.org/licenses/by/4.0/,2,2016,1541-5856,70,Wiley-Blackwell,Limnology and Oceanography: Methods
http://creativecommons.org/licenses/by-nc/4.0/,2,2016,1541-5856,70,Wiley-Blackwell,Limnology and Oceanography: Methods
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2016,1541-5856,70,Wiley-Blackwell,Limnology and Oceanography: Methods
http://www.springer.com/tdm,120,2016,1541-6933,133,Springer Nature,Neurocritical Care
http://creativecommons.org/licenses/by/4.0,13,2016,1541-6933,133,Springer Nature,Neurocritical Care
NA,NA,2016,1541-7786,566,American Association for Cancer Research (AACR),Molecular Cancer Research
http://doi.wiley.com/10.1002/tdm_license_1,26,2016,1542-4766,30,Oxford University Press (OUP),Journal of the European Economic Association
http://onlinelibrary.wiley.com/termsAndConditions,5,2016,1542-4766,30,Oxford University Press (OUP),Journal of the European Economic Association
http://creativecommons.org/licenses/by/4.0/,1,2016,1542-4766,30,Oxford University Press (OUP),Journal of the European Economic Association
http://doi.wiley.com/10.1002/tdm_license_1.1,70,2016,1542-7390,100,Wiley-Blackwell,Space Weather
http://doi.wiley.com/10.1002/tdm_license_1,30,2016,1542-7390,100,Wiley-Blackwell,Space Weather
http://onlinelibrary.wiley.com/termsAndConditions,26,2016,1542-7390,100,Wiley-Blackwell,Space Weather
http://creativecommons.org/licenses/by/4.0/,3,2016,1542-7390,100,Wiley-Blackwell,Space Weather
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2016,1542-7390,100,Wiley-Blackwell,Space Weather
http://doi.wiley.com/10.1002/tdm_license_1.1,25,2016,1542-975X,25,Wiley-Blackwell,Birth Defects Research Part C: Embryo Today: Reviews
http://www.springer.com/tdm,43,2016,1543-4494,48,Springer Nature,Learning & Behavior
http://creativecommons.org/licenses/by/4.0,5,2016,1543-4494,48,Springer Nature,Learning & Behavior
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,14,2016,1543-8384,441,American Chemical Society (ACS),Molecular Pharmaceutics
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,3,2016,1543-8384,441,American Chemical Society (ACS),Molecular Pharmaceutics
http://pubs.acs.org/page/policy/authorchoice_ccbyncnd_termsofuse.html,2,2016,1543-8384,441,American Chemical Society (ACS),Molecular Pharmaceutics
http://www.springer.com/tdm,43,2016,1544-1873,45,Springer Nature,Current Osteoporosis Reports
http://creativecommons.org/licenses/by/4.0,2,2016,1544-1873,45,Springer Nature,Current Osteoporosis Reports
NA,NA,2016,1544-6115,36,Walter de Gruyter GmbH,Statistical Applications in Genetics and Molecular Biology
http://doi.wiley.com/10.1002/tdm_license_1.1,31,2016,1544-8444,52,Wiley-Blackwell,"Population, Space and Place"
http://doi.wiley.com/10.1002/tdm_license_1,21,2016,1544-8444,52,Wiley-Blackwell,"Population, Space and Place"
http://onlinelibrary.wiley.com/termsAndConditions,17,2016,1544-8444,52,Wiley-Blackwell,"Population, Space and Place"
http://onlinelibrary.wiley.com/termsAndConditions#vor,11,2016,1544-8444,52,Wiley-Blackwell,"Population, Space and Place"
http://creativecommons.org/licenses/by/4.0/,4,2016,1544-8444,52,Wiley-Blackwell,"Population, Space and Place"
http://creativecommons.org/licenses/by-nc/4.0/,1,2016,1544-8444,52,Wiley-Blackwell,"Population, Space and Place"
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2016,1544-8444,52,Wiley-Blackwell,"Population, Space and Place"
http://doi.wiley.com/10.1002/tdm_license_1,46,2016,1545-102X,65,Wiley-Blackwell,Worldviews on Evidence-Based Nursing
http://onlinelibrary.wiley.com/termsAndConditions,44,2016,1545-102X,65,Wiley-Blackwell,Worldviews on Evidence-Based Nursing
http://doi.wiley.com/10.1002/tdm_license_1.1,19,2016,1545-102X,65,Wiley-Blackwell,Worldviews on Evidence-Based Nursing
http://creativecommons.org/licenses/by-nc/4.0/,1,2016,1545-102X,65,Wiley-Blackwell,Worldviews on Evidence-Based Nursing
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2016,1545-102X,65,Wiley-Blackwell,Worldviews on Evidence-Based Nursing
http://doi.wiley.com/10.1002/tdm_license_1.1,277,2016,1545-5009,548,Wiley-Blackwell,Pediatric Blood & Cancer
http://onlinelibrary.wiley.com/termsAndConditions,271,2016,1545-5009,548,Wiley-Blackwell,Pediatric Blood & Cancer
http://doi.wiley.com/10.1002/tdm_license_1,271,2016,1545-5009,548,Wiley-Blackwell,Pediatric Blood & Cancer
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2016,1545-5009,548,Wiley-Blackwell,Pediatric Blood & Cancer
http://www.ieee.org/publications_standards/publications/rights/ieeecopyrightform.pdf,8,2016,1545-5955,196,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Automation Science and Engineering
http://www.ieee.org/publications_standards/publications/rights/ieeecopyrightform.pdf,6,2016,1545-5963,213,Institute of Electrical and Electronics Engineers (IEEE),IEEE/ACM Transactions on Computational Biology and Bioinformatics
http://www.ieee.org/publications_standards/publications/rights/oapa.pdf,1,2016,1545-5963,213,Institute of Electrical and Electronics Engineers (IEEE),IEEE/ACM Transactions on Computational Biology and Bioinformatics
http://www.ieee.org/publications_standards/publications/rights/ieeecopyrightform.pdf,6,2016,1545-5971,130,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Dependable and Secure Computing
NA,NA,2016,1545-598X,473,Institute of Electrical and Electronics Engineers (IEEE),IEEE Geoscience and Remote Sensing Letters
NA,NA,2016,1545-8547,113,Mary Ann Liebert Inc,Zebrafish
http://www.springer.com/tdm,34,2016,1546-9530,36,Springer Nature,Current Heart Failure Reports
http://creativecommons.org/licenses/by/4.0,2,2016,1546-9530,36,Springer Nature,Current Heart Failure Reports
http://www.springer.com/tdm,107,2016,1547-0091,111,Springer Nature,Journal of Coatings Technology and Research
http://creativecommons.org/licenses/by/4.0,4,2016,1547-0091,111,Springer Nature,Journal of Coatings Technology and Research
http://www.liebertpub.com/nv/resources-tools/text-and-data-mining-policy/121/,1,2016,1547-3287,168,Mary Ann Liebert Inc,Stem Cells and Development
http://www.elsevier.com/tdm/userlicense/1.0/,468,2016,1547-5271,468,Elsevier BV,Heart Rhythm
http://creativecommons.org/licenses/by-nc-nd/4.0/,16,2016,1547-5271,468,Elsevier BV,Heart Rhythm
http://creativecommons.org/licenses/by/4.0/,2,2016,1547-5271,468,Elsevier BV,Heart Rhythm
NA,NA,2016,1547-6286,197,Informa UK Limited,RNA Biology
http://www.springer.com/tdm,66,2016,1547-7037,69,Springer Nature,Journal of Phase Equilibria and Diffusion
http://creativecommons.org/licenses/by/4.0,1,2016,1547-7037,69,Springer Nature,Journal of Phase Equilibria and Diffusion
http://www.springer.com/tdm,88,2016,1547-769X,96,Springer Nature,"Forensic Science, Medicine, and Pathology"
http://creativecommons.org/licenses/by/4.0,6,2016,1547-769X,96,Springer Nature,"Forensic Science, Medicine, and Pathology"
http://www.springer.com/tdm,41,2016,1548-3568,46,Springer Nature,Current HIV/AIDS Reports
http://creativecommons.org/licenses/by/4.0,2,2016,1548-3568,46,Springer Nature,Current HIV/AIDS Reports
http://doi.wiley.com/10.1002/tdm_license_1.1,177,2016,1549-3296,326,Wiley-Blackwell,Journal of Biomedical Materials Research Part A
http://doi.wiley.com/10.1002/tdm_license_1,149,2016,1549-3296,326,Wiley-Blackwell,Journal of Biomedical Materials Research Part A
http://onlinelibrary.wiley.com/termsAndConditions,145,2016,1549-3296,326,Wiley-Blackwell,Journal of Biomedical Materials Research Part A
http://creativecommons.org/licenses/by/4.0/,2,2016,1549-3296,326,Wiley-Blackwell,Journal of Biomedical Materials Research Part A
http://creativecommons.org/licenses/by-nc-nd/4.0/,2,2016,1549-3296,326,Wiley-Blackwell,Journal of Biomedical Materials Research Part A
NA,NA,2016,1549-4950,70,Audio Engineering Society,Journal of the Audio Engineering Society
NA,NA,2016,1549-5485,86,Cold Spring Harbor Laboratory,Learning & Memory
NA,NA,2016,1549-8417,101,Ovid Technologies (Wolters Kluwer Health),Journal of Patient Safety
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,17,2016,1549-9596,263,American Chemical Society (ACS),Journal of Chemical Information and Modeling
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,7,2016,1549-9596,263,American Chemical Society (ACS),Journal of Chemical Information and Modeling
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,38,2016,1549-9618,590,American Chemical Society (ACS),Journal of Chemical Theory and Computation
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,18,2016,1549-9618,590,American Chemical Society (ACS),Journal of Chemical Theory and Computation
http://pubs.acs.org/page/policy/authorchoice_ccbyncnd_termsofuse.html,2,2016,1549-9618,590,American Chemical Society (ACS),Journal of Chemical Theory and Computation
http://www.elsevier.com/tdm/userlicense/1.0/,592,2016,1549-9634,592,Elsevier BV,"Nanomedicine: Nanotechnology, Biology and Medicine"
http://creativecommons.org/licenses/by-nc-nd/4.0/,15,2016,1549-9634,592,Elsevier BV,"Nanomedicine: Nanotechnology, Biology and Medicine"
http://creativecommons.org/licenses/by/4.0/,4,2016,1549-9634,592,Elsevier BV,"Nanomedicine: Nanotechnology, Biology and Medicine"
http://www.elsevier.com/tdm/userlicense/1.0/,261,2016,1550-4131,261,Elsevier BV,Cell Metabolism
http://www.elsevier.com/open-access/userlicense/1.0/,200,2016,1550-4131,261,Elsevier BV,Cell Metabolism
http://creativecommons.org/licenses/by/4.0/,9,2016,1550-4131,261,Elsevier BV,Cell Metabolism
http://creativecommons.org/licenses/by-nc-nd/4.0/,7,2016,1550-4131,261,Elsevier BV,Cell Metabolism
http://www.springer.com/tdm,147,2016,1550-7416,164,American Association of Pharmaceutical Scientists (AAPS),The AAPS Journal
http://creativecommons.org/licenses/by/4.0,15,2016,1550-7416,164,American Association of Pharmaceutical Scientists (AAPS),The AAPS Journal
NA,NA,2016,1550-7998,NA,NA,NA
http://www.springer.com/tdm,53,2016,1550-8943,66,Springer Nature,Stem Cell Reviews and Reports
http://creativecommons.org/licenses/by/4.0,13,2016,1550-8943,66,Springer Nature,Stem Cell Reviews and Reports
http://www.ieee.org/publications_standards/publications/rights/ieeecopyrightform.pdf,8,2016,1551-3203,256,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Industrial Informatics
http://www.acm.org/publications/policies/copyright_policy#Background,62,2016,1551-6857,62,Association for Computing Machinery (ACM),"ACM Transactions on Multimedia Computing, Communications, and Applications"
http://doi.wiley.com/10.1002/tdm_license_1.1,393,2016,1552-4825,521,Wiley-Blackwell,American Journal of Medical Genetics Part A
http://doi.wiley.com/10.1002/tdm_license_1,128,2016,1552-4825,521,Wiley-Blackwell,American Journal of Medical Genetics Part A
http://onlinelibrary.wiley.com/termsAndConditions,123,2016,1552-4825,521,Wiley-Blackwell,American Journal of Medical Genetics Part A
http://creativecommons.org/licenses/by-nc/4.0/,3,2016,1552-4825,521,Wiley-Blackwell,American Journal of Medical Genetics Part A
http://creativecommons.org/licenses/by/4.0/,1,2016,1552-4825,521,Wiley-Blackwell,American Journal of Medical Genetics Part A
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2016,1552-4825,521,Wiley-Blackwell,American Journal of Medical Genetics Part A
http://doi.wiley.com/10.1002/tdm_license_1.1,83,2016,1552-4841,106,Wiley-Blackwell,American Journal of Medical Genetics Part B: Neuropsychiatric Genetics
http://doi.wiley.com/10.1002/tdm_license_1,23,2016,1552-4841,106,Wiley-Blackwell,American Journal of Medical Genetics Part B: Neuropsychiatric Genetics
http://onlinelibrary.wiley.com/termsAndConditions,16,2016,1552-4841,106,Wiley-Blackwell,American Journal of Medical Genetics Part B: Neuropsychiatric Genetics
http://creativecommons.org/licenses/by/4.0/,3,2016,1552-4841,106,Wiley-Blackwell,American Journal of Medical Genetics Part B: Neuropsychiatric Genetics
http://creativecommons.org/licenses/by-nc-nd/4.0/,3,2016,1552-4841,106,Wiley-Blackwell,American Journal of Medical Genetics Part B: Neuropsychiatric Genetics
http://creativecommons.org/licenses/by-nc/4.0/,1,2016,1552-4841,106,Wiley-Blackwell,American Journal of Medical Genetics Part B: Neuropsychiatric Genetics
http://doi.wiley.com/10.1002/tdm_license_1.1,186,2016,1552-4922,205,Wiley-Blackwell,Cytometry Part A
http://onlinelibrary.wiley.com/termsAndConditions,19,2016,1552-4922,205,Wiley-Blackwell,Cytometry Part A
http://doi.wiley.com/10.1002/tdm_license_1,19,2016,1552-4922,205,Wiley-Blackwell,Cytometry Part A
http://onlinelibrary.wiley.com/termsAndConditions#vor,2,2016,1552-4922,205,Wiley-Blackwell,Cytometry Part A
http://doi.wiley.com/10.1002/tdm_license_1.1,175,2016,1552-4973,229,Wiley-Blackwell,Journal of Biomedical Materials Research Part B: Applied Biomaterials
http://onlinelibrary.wiley.com/termsAndConditions,89,2016,1552-4973,229,Wiley-Blackwell,Journal of Biomedical Materials Research Part B: Applied Biomaterials
http://doi.wiley.com/10.1002/tdm_license_1,54,2016,1552-4973,229,Wiley-Blackwell,Journal of Biomedical Materials Research Part B: Applied Biomaterials
http://onlinelibrary.wiley.com/termsAndConditions#vor,46,2016,1552-4973,229,Wiley-Blackwell,Journal of Biomedical Materials Research Part B: Applied Biomaterials
http://onlinelibrary.wiley.com/termsAndConditions#am,3,2016,1552-4973,229,Wiley-Blackwell,Journal of Biomedical Materials Research Part B: Applied Biomaterials
http://creativecommons.org/licenses/by/4.0/,2,2016,1552-4973,229,Wiley-Blackwell,Journal of Biomedical Materials Research Part B: Applied Biomaterials
http://creativecommons.org/licenses/by-nc/4.0/,1,2016,1552-4973,229,Wiley-Blackwell,Journal of Biomedical Materials Research Part B: Applied Biomaterials
http://doi.wiley.com/10.1002/tdm_license_1.1,43,2016,1552-5007,54,Wiley-Blackwell,Journal of Experimental Zoology Part B: Molecular and Developmental Evolution
http://onlinelibrary.wiley.com/termsAndConditions,11,2016,1552-5007,54,Wiley-Blackwell,Journal of Experimental Zoology Part B: Molecular and Developmental Evolution
http://doi.wiley.com/10.1002/tdm_license_1,11,2016,1552-5007,54,Wiley-Blackwell,Journal of Experimental Zoology Part B: Molecular and Developmental Evolution
http://doi.wiley.com/10.1002/tdm_license_1.1,23,2016,1552-5031,32,Wiley-Blackwell,Concepts in Magnetic Resonance Part B: Magnetic Resonance Engineering
http://onlinelibrary.wiley.com/termsAndConditions,9,2016,1552-5031,32,Wiley-Blackwell,Concepts in Magnetic Resonance Part B: Magnetic Resonance Engineering
http://doi.wiley.com/10.1002/tdm_license_1,9,2016,1552-5031,32,Wiley-Blackwell,Concepts in Magnetic Resonance Part B: Magnetic Resonance Engineering
http://creativecommons.org/licenses/by-nc-nd/4.0/,824,2016,1552-5783,929,Association for Research in Vision and Ophthalmology (ARVO),Investigative Opthalmology & Visual Science
http://creativecommons.org/licenses/by/4.0/,105,2016,1552-5783,929,Association for Research in Vision and Ophthalmology (ARVO),Investigative Opthalmology & Visual Science
NA,NA,2016,1553-040X,95,Geological Society of America,Geosphere
NA,NA,2016,1553-4510,22,Informa UK Limited,Social Influence
