journal_title,publisher,year,yearly_jn_volume,license,license_ref_n,yearly_publisher_volume
Applied Animal Behaviour Science,Elsevier BV,2015,185,http://creativecommons.org/licenses/by-nc-nd/4.0,3,357226
Applied Animal Behaviour Science,Elsevier BV,2015,185,http://creativecommons.org/licenses/by/4.0,3,357226
Applied Animal Behaviour Science,Elsevier BV,2014,179,http://creativecommons.org/licenses/by-nc-nd/3.0,2,343804
Applied Animal Behaviour Science,Elsevier BV,2014,179,http://creativecommons.org/licenses/by-nc-sa/3.0,3,343804
Applied Animal Behaviour Science,Elsevier BV,2013,162,NA,NA,332602
Applied Animal Behaviour Science,Elsevier BV,2018,152,http://creativecommons.org/licenses/by-nc-nd/4.0,1,247544
Applied Animal Behaviour Science,Elsevier BV,2018,152,http://creativecommons.org/licenses/by/4.0,2,247544
Composites Part B: Engineering,Elsevier BV,2016,830,http://creativecommons.org/licenses/by-nc-nd/4.0,2,375061
Composites Part B: Engineering,Elsevier BV,2016,830,http://creativecommons.org/licenses/by/4.0,9,375061
Composites Part B: Engineering,Elsevier BV,2013,717,http://creativecommons.org/licenses/by/3.0,1,332602
Composites Part B: Engineering,Elsevier BV,2017,702,http://creativecommons.org/licenses/by-nc-nd/4.0,2,390927
Composites Part B: Engineering,Elsevier BV,2017,702,http://creativecommons.org/licenses/by/4.0,4,390927
Composites Part B: Engineering,Elsevier BV,2015,636,http://creativecommons.org/licenses/by-nc-nd/4.0,1,357226
Composites Part B: Engineering,Elsevier BV,2015,636,http://creativecommons.org/licenses/by/3.0,1,357226
Composites Part B: Engineering,Elsevier BV,2015,636,http://creativecommons.org/licenses/by/4.0,2,357226
Composites Part B: Engineering,Elsevier BV,2014,619,http://creativecommons.org/licenses/by-nc-nd/3.0,2,343804
Composites Part B: Engineering,Elsevier BV,2014,619,http://creativecommons.org/licenses/by-nc-sa/3.0,2,343804
Composites Part B: Engineering,Elsevier BV,2018,499,http://creativecommons.org/licenses/by-nc-nd/4.0,3,247544
Composites Part B: Engineering,Elsevier BV,2018,499,http://creativecommons.org/licenses/by/4.0,4,247544
Journal of Fluids and Structures,Elsevier BV,2014,205,http://creativecommons.org/licenses/by-nc-nd/3.0,1,343804
Journal of Fluids and Structures,Elsevier BV,2014,205,http://creativecommons.org/licenses/by/3.0,3,343804
Journal of Fluids and Structures,Elsevier BV,2015,194,http://creativecommons.org/licenses/by-nc-nd/3.0,1,357226
Journal of Fluids and Structures,Elsevier BV,2015,194,http://creativecommons.org/licenses/by/3.0,3,357226
Journal of Fluids and Structures,Elsevier BV,2015,194,http://creativecommons.org/licenses/by/4.0,2,357226
Journal of Fluids and Structures,Elsevier BV,2013,181,NA,NA,332602
Journal of Fluids and Structures,Elsevier BV,2016,167,http://creativecommons.org/licenses/by/4.0,5,375061
Journal of Fluids and Structures,Elsevier BV,2017,162,http://creativecommons.org/licenses/by-nc-nd/4.0,2,390927
Journal of Fluids and Structures,Elsevier BV,2017,162,http://creativecommons.org/licenses/by/4.0,4,390927
Journal of Fluids and Structures,Elsevier BV,2018,123,http://creativecommons.org/licenses/by/4.0,2,247544
Paediatric and Perinatal Epidemiology,Wiley,2017,98,http://creativecommons.org/licenses/by/4.0,2,110730
Paediatric and Perinatal Epidemiology,Wiley,2015,83,NA,NA,104299
Paediatric and Perinatal Epidemiology,Wiley,2013,73,NA,NA,99550
Paediatric and Perinatal Epidemiology,Wiley,2014,66,NA,NA,102177
Paediatric and Perinatal Epidemiology,Wiley,2016,65,NA,NA,108415
Paediatric and Perinatal Epidemiology,Wiley,2018,35,http://creativecommons.org/licenses/by/4.0,2,49018
Indagationes Mathematicae,Elsevier BV,2017,95,http://creativecommons.org/licenses/by/4.0,1,390927
Indagationes Mathematicae,Elsevier BV,2016,87,NA,NA,375061
Indagationes Mathematicae,Elsevier BV,2014,75,NA,NA,343804
Indagationes Mathematicae,Elsevier BV,2018,73,NA,NA,247544
Indagationes Mathematicae,Elsevier BV,2013,69,NA,NA,332602
Indagationes Mathematicae,Elsevier BV,2015,66,http://creativecommons.org/licenses/by/4.0,1,357226
ACS Biomaterials Science & Engineering,American Chemical Society (ACS),2017,399,http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,3,47909
ACS Biomaterials Science & Engineering,American Chemical Society (ACS),2017,399,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,10,47909
ACS Biomaterials Science & Engineering,American Chemical Society (ACS),2016,325,http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,2,44465
ACS Biomaterials Science & Engineering,American Chemical Society (ACS),2016,325,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,5,44465
ACS Biomaterials Science & Engineering,American Chemical Society (ACS),2018,193,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,2,21042
ACS Biomaterials Science & Engineering,American Chemical Society (ACS),2015,147,http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,1,41087
ACS Biomaterials Science & Engineering,American Chemical Society (ACS),2015,147,http://pubs.acs.org/page/policy/authorchoice_ccbyncnd_termsofuse.html,1,41087
ACS Biomaterials Science & Engineering,American Chemical Society (ACS),2015,147,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,9,41087
ACS Biomaterials Science & Engineering,American Chemical Society (ACS),2014,9,NA,NA,42291
Developmental Psychology,American Psychological Association (APA),2014,292,http://creativecommons.org/licenses/by/3.0,3,2326
Developmental Psychology,American Psychological Association (APA),2017,269,http://creativecommons.org/licenses/by/3.0,4,2376
Developmental Psychology,American Psychological Association (APA),2013,253,NA,NA,2129
Developmental Psychology,American Psychological Association (APA),2016,233,http://creativecommons.org/licenses/by/3.0,3,2371
Developmental Psychology,American Psychological Association (APA),2015,190,http://creativecommons.org/licenses/by/3.0,1,2196
Developmental Psychology,American Psychological Association (APA),2018,125,http://creativecommons.org/licenses/by/3.0,3,1327
Structural Safety,Elsevier BV,2017,69,http://creativecommons.org/licenses/by-nc-nd/4.0,2,390927
Structural Safety,Elsevier BV,2017,69,http://creativecommons.org/licenses/by/4.0,1,390927
Structural Safety,Elsevier BV,2015,60,http://creativecommons.org/licenses/by-nc-nd/4.0,1,357226
Structural Safety,Elsevier BV,2015,60,http://creativecommons.org/licenses/by/4.0,1,357226
Structural Safety,Elsevier BV,2016,59,NA,NA,375061
Structural Safety,Elsevier BV,2013,54,NA,NA,332602
Structural Safety,Elsevier BV,2014,53,NA,NA,343804
Structural Safety,Elsevier BV,2018,46,http://creativecommons.org/licenses/by-nc-nd/4.0,1,247544
Structural Safety,Elsevier BV,2018,46,http://creativecommons.org/licenses/by/4.0,2,247544
Atmospheric Research,Elsevier BV,2016,332,http://creativecommons.org/licenses/by-nc-nd/4.0,6,375061
Atmospheric Research,Elsevier BV,2016,332,http://creativecommons.org/licenses/by/4.0,5,375061
Atmospheric Research,Elsevier BV,2017,290,http://creativecommons.org/licenses/by-nc-nd/4.0,9,390927
Atmospheric Research,Elsevier BV,2015,280,http://creativecommons.org/licenses/by-nc-nd/3.0,3,357226
Atmospheric Research,Elsevier BV,2015,280,http://creativecommons.org/licenses/by-nc-nd/4.0,4,357226
Atmospheric Research,Elsevier BV,2015,280,http://creativecommons.org/licenses/by/4.0,1,357226
Atmospheric Research,Elsevier BV,2014,277,http://creativecommons.org/licenses/by-nc-nd/3.0,9,343804
Atmospheric Research,Elsevier BV,2013,262,http://creativecommons.org/licenses/by-nc-nd/3.0,1,332602
Atmospheric Research,Elsevier BV,2018,239,http://creativecommons.org/licenses/by-nc-nd/4.0,9,247544
Atmospheric Research,Elsevier BV,2018,239,http://creativecommons.org/licenses/by/4.0,4,247544
Advanced Engineering Informatics,Elsevier BV,2015,91,http://creativecommons.org/licenses/by/4.0,2,357226
Advanced Engineering Informatics,Elsevier BV,2017,82,http://creativecommons.org/licenses/by/4.0,1,390927
Advanced Engineering Informatics,Elsevier BV,2013,61,http://creativecommons.org/licenses/by/3.0,1,332602
Advanced Engineering Informatics,Elsevier BV,2016,57,NA,NA,375061
Advanced Engineering Informatics,Elsevier BV,2014,48,http://creativecommons.org/licenses/by-nc-nd/3.0,2,343804
Advanced Engineering Informatics,Elsevier BV,2014,48,http://creativecommons.org/licenses/by-nc-sa/3.0,1,343804
Advanced Engineering Informatics,Elsevier BV,2014,48,http://creativecommons.org/licenses/by/3.0,1,343804
Advanced Engineering Informatics,Elsevier BV,2018,42,NA,NA,247544
Robotics and Computer-Integrated Manufacturing,Elsevier BV,2018,128,http://creativecommons.org/licenses/by-nc-nd/4.0,1,247544
Robotics and Computer-Integrated Manufacturing,Elsevier BV,2018,128,http://creativecommons.org/licenses/by/4.0,1,247544
Robotics and Computer-Integrated Manufacturing,Elsevier BV,2017,122,http://creativecommons.org/licenses/by-nc-nd/4.0,1,390927
Robotics and Computer-Integrated Manufacturing,Elsevier BV,2017,122,http://creativecommons.org/licenses/by/4.0,1,390927
Robotics and Computer-Integrated Manufacturing,Elsevier BV,2013,101,NA,NA,332602
Robotics and Computer-Integrated Manufacturing,Elsevier BV,2015,77,http://creativecommons.org/licenses/by/3.0,1,357226
Robotics and Computer-Integrated Manufacturing,Elsevier BV,2015,77,http://creativecommons.org/licenses/by/4.0,1,357226
Robotics and Computer-Integrated Manufacturing,Elsevier BV,2016,76,http://creativecommons.org/licenses/by/4.0,3,375061
Robotics and Computer-Integrated Manufacturing,Elsevier BV,2014,68,http://creativecommons.org/licenses/by-nc-nd/3.0,1,343804
Ocean & Coastal Management,Elsevier BV,2014,285,http://creativecommons.org/licenses/by-nc-nd/3.0,5,343804
Ocean & Coastal Management,Elsevier BV,2014,285,http://creativecommons.org/licenses/by/3.0,2,343804
Ocean & Coastal Management,Elsevier BV,2017,276,http://creativecommons.org/licenses/by-nc-nd/4.0,5,390927
Ocean & Coastal Management,Elsevier BV,2017,276,http://creativecommons.org/licenses/by/4.0,5,390927
Ocean & Coastal Management,Elsevier BV,2013,264,http://creativecommons.org/licenses/by-nc-nd/3.0,1,332602
Ocean & Coastal Management,Elsevier BV,2013,264,http://creativecommons.org/licenses/by-nc-sa/3.0,1,332602
Ocean & Coastal Management,Elsevier BV,2015,261,http://creativecommons.org/licenses/by-nc-nd/4.0,15,357226
Ocean & Coastal Management,Elsevier BV,2015,261,http://creativecommons.org/licenses/by/4.0,3,357226
Ocean & Coastal Management,Elsevier BV,2018,249,http://creativecommons.org/licenses/by-nc-nd/4.0,4,247544
Ocean & Coastal Management,Elsevier BV,2018,249,http://creativecommons.org/licenses/by/4.0,1,247544
Ocean & Coastal Management,Elsevier BV,2016,232,http://creativecommons.org/licenses/by-nc-nd/4.0,6,375061
Ocean & Coastal Management,Elsevier BV,2016,232,http://creativecommons.org/licenses/by/4.0,3,375061
Infant Mental Health Journal,Wiley,2017,70,http://creativecommons.org/licenses/by/4.0,3,110730
Infant Mental Health Journal,Wiley,2014,67,NA,NA,102177
Infant Mental Health Journal,Wiley,2016,65,NA,NA,108415
Infant Mental Health Journal,Wiley,2013,55,NA,NA,99550
Infant Mental Health Journal,Wiley,2015,53,NA,NA,104299
Infant Mental Health Journal,Wiley,2018,25,NA,NA,49018
Additive Manufacturing,Elsevier BV,2018,168,http://creativecommons.org/licenses/by-nc-nd/4.0,2,247544
Additive Manufacturing,Elsevier BV,2018,168,http://creativecommons.org/licenses/by/4.0,7,247544
Additive Manufacturing,Elsevier BV,2017,117,http://creativecommons.org/licenses/by-nc-nd/4.0,4,390927
Additive Manufacturing,Elsevier BV,2017,117,http://creativecommons.org/licenses/by/4.0,9,390927
Additive Manufacturing,Elsevier BV,2016,63,http://creativecommons.org/licenses/by/4.0,1,375061
Additive Manufacturing,Elsevier BV,2015,41,http://creativecommons.org/licenses/by/4.0,2,357226
Additive Manufacturing,Elsevier BV,2014,14,http://creativecommons.org/licenses/by/3.0,1,343804
Plasma Sources Science and Technology,IOP Publishing,2015,220,http://creativecommons.org/licenses/by/3.0,4,12336
Plasma Sources Science and Technology,IOP Publishing,2016,216,http://creativecommons.org/licenses/by/3.0,8,13300
Plasma Sources Science and Technology,IOP Publishing,2014,211,http://creativecommons.org/licenses/by/3.0,2,11766
Plasma Sources Science and Technology,IOP Publishing,2017,185,http://creativecommons.org/licenses/by/3.0,15,13285
Plasma Sources Science and Technology,IOP Publishing,2013,125,NA,NA,12501
Plasma Sources Science and Technology,IOP Publishing,2018,114,http://creativecommons.org/licenses/by/3.0,6,6675
Quaternary Geochronology,Elsevier BV,2015,133,http://creativecommons.org/licenses/by/4.0,4,357226
Quaternary Geochronology,Elsevier BV,2017,77,http://creativecommons.org/licenses/by-nc-nd/4.0,1,390927
Quaternary Geochronology,Elsevier BV,2017,77,http://creativecommons.org/licenses/by/4.0,3,390927
Quaternary Geochronology,Elsevier BV,2014,76,http://creativecommons.org/licenses/by/3.0,1,343804
Quaternary Geochronology,Elsevier BV,2018,73,http://creativecommons.org/licenses/by/4.0,2,247544
Quaternary Geochronology,Elsevier BV,2016,67,http://creativecommons.org/licenses/by-nc-nd/4.0,1,375061
Quaternary Geochronology,Elsevier BV,2016,67,http://creativecommons.org/licenses/by/4.0,2,375061
Quaternary Geochronology,Elsevier BV,2013,49,http://creativecommons.org/licenses/by-nc-nd/3.0,1,332602
Journal of Science and Medicine in Sport,Elsevier BV,2017,1067,http://creativecommons.org/licenses/by-nc-nd/4.0,2,390927
Journal of Science and Medicine in Sport,Elsevier BV,2017,1067,http://creativecommons.org/licenses/by/4.0,2,390927
Journal of Science and Medicine in Sport,Elsevier BV,2014,517,NA,NA,343804
Journal of Science and Medicine in Sport,Elsevier BV,2015,376,http://creativecommons.org/licenses/by-nc-nd/3.0,1,357226
Journal of Science and Medicine in Sport,Elsevier BV,2015,376,http://creativecommons.org/licenses/by-nc-nd/4.0,1,357226
Journal of Science and Medicine in Sport,Elsevier BV,2013,354,NA,NA,332602
Journal of Science and Medicine in Sport,Elsevier BV,2016,204,http://creativecommons.org/licenses/by/3.0,1,375061
Journal of Science and Medicine in Sport,Elsevier BV,2016,204,http://creativecommons.org/licenses/by/4.0,1,375061
Journal of Science and Medicine in Sport,Elsevier BV,2018,195,http://creativecommons.org/licenses/by-nc-nd/4.0,2,247544
Journal of Science and Medicine in Sport,Elsevier BV,2018,195,http://creativecommons.org/licenses/by/4.0,1,247544
Advances in Biological Regulation,Elsevier BV,2018,45,http://creativecommons.org/licenses/by-nc-nd/4.0,3,247544
Advances in Biological Regulation,Elsevier BV,2018,45,http://creativecommons.org/licenses/by/4.0,1,247544
Advances in Biological Regulation,Elsevier BV,2017,45,http://creativecommons.org/licenses/by-nc-nd/4.0,1,390927
Advances in Biological Regulation,Elsevier BV,2014,40,http://creativecommons.org/licenses/by-nc-nd/3.0,1,343804
Advances in Biological Regulation,Elsevier BV,2014,40,http://creativecommons.org/licenses/by/3.0,1,343804
Advances in Biological Regulation,Elsevier BV,2016,38,http://creativecommons.org/licenses/by-nc-nd/4.0,1,375061
Advances in Biological Regulation,Elsevier BV,2016,38,http://creativecommons.org/licenses/by/4.0,4,375061
Advances in Biological Regulation,Elsevier BV,2013,38,NA,NA,332602
Advances in Biological Regulation,Elsevier BV,2015,35,http://creativecommons.org/licenses/by/3.0,1,357226
Journal of Nutrition Education and Behavior,Elsevier BV,2016,556,http://creativecommons.org/licenses/by-nc-nd/4.0,4,375061
Journal of Nutrition Education and Behavior,Elsevier BV,2016,556,http://creativecommons.org/licenses/by/4.0,1,375061
Journal of Nutrition Education and Behavior,Elsevier BV,2017,551,http://creativecommons.org/licenses/by-nc-nd/4.0,6,390927
Journal of Nutrition Education and Behavior,Elsevier BV,2015,457,http://creativecommons.org/licenses/by-nc-nd/4.0,1,357226
Journal of Nutrition Education and Behavior,Elsevier BV,2015,457,http://creativecommons.org/licenses/by-nc-sa/3.0,1,357226
Journal of Nutrition Education and Behavior,Elsevier BV,2014,441,http://creativecommons.org/licenses/by-nc-nd/3.0,1,343804
Journal of Nutrition Education and Behavior,Elsevier BV,2013,428,NA,NA,332602
Journal of Nutrition Education and Behavior,Elsevier BV,2018,133,NA,NA,247544
The Economic History Review,Wiley,2015,184,NA,NA,104299
The Economic History Review,Wiley,2017,179,http://creativecommons.org/licenses/by-nc-nd/4.0,2,110730
The Economic History Review,Wiley,2016,178,http://creativecommons.org/licenses/by-nc/4.0,1,108415
The Economic History Review,Wiley,2014,172,NA,NA,102177
The Economic History Review,Wiley,2013,131,NA,NA,99550
The Economic History Review,Wiley,2018,85,http://creativecommons.org/licenses/by/4.0,1,49018
Virus Research,Elsevier BV,2017,318,http://creativecommons.org/licenses/by-nc-nd/4.0,8,390927
Virus Research,Elsevier BV,2017,318,http://creativecommons.org/licenses/by/4.0,11,390927
Virus Research,Elsevier BV,2014,310,http://creativecommons.org/licenses/by-nc-nd/3.0,10,343804
Virus Research,Elsevier BV,2014,310,http://creativecommons.org/licenses/by/3.0,2,343804
Virus Research,Elsevier BV,2015,301,http://creativecommons.org/licenses/by-nc-nd/3.0,2,357226
Virus Research,Elsevier BV,2015,301,http://creativecommons.org/licenses/by/3.0,1,357226
Virus Research,Elsevier BV,2015,301,http://creativecommons.org/licenses/by/4.0,5,357226
Virus Research,Elsevier BV,2013,290,http://creativecommons.org/licenses/by-nc-nd/3.0,4,332602
Virus Research,Elsevier BV,2013,290,http://creativecommons.org/licenses/by-nc-sa/3.0,2,332602
Virus Research,Elsevier BV,2013,290,http://creativecommons.org/licenses/by/3.0,4,332602
Virus Research,Elsevier BV,2016,282,http://creativecommons.org/licenses/by-nc-nd/4.0,5,375061
Virus Research,Elsevier BV,2016,282,http://creativecommons.org/licenses/by/4.0,6,375061
Virus Research,Elsevier BV,2018,172,http://creativecommons.org/licenses/by-nc-nd/4.0,4,247544
Virus Research,Elsevier BV,2018,172,http://creativecommons.org/licenses/by/4.0,3,247544
International Journal of Antimicrobial Agents,Elsevier BV,2013,881,NA,NA,332602
International Journal of Antimicrobial Agents,Elsevier BV,2015,305,http://creativecommons.org/licenses/by-nc-nd/4.0,9,357226
International Journal of Antimicrobial Agents,Elsevier BV,2015,305,http://creativecommons.org/licenses/by-nc-sa/4.0,1,357226
International Journal of Antimicrobial Agents,Elsevier BV,2015,305,http://creativecommons.org/licenses/by/4.0,2,357226
International Journal of Antimicrobial Agents,Elsevier BV,2017,295,http://creativecommons.org/licenses/by-nc-nd/4.0,6,390927
International Journal of Antimicrobial Agents,Elsevier BV,2016,262,http://creativecommons.org/licenses/by-nc-nd/4.0,4,375061
International Journal of Antimicrobial Agents,Elsevier BV,2016,262,http://creativecommons.org/licenses/by/4.0,2,375061
International Journal of Antimicrobial Agents,Elsevier BV,2018,238,http://creativecommons.org/licenses/by-nc-nd/4.0,3,247544
International Journal of Antimicrobial Agents,Elsevier BV,2014,236,http://creativecommons.org/licenses/by-nc-sa/3.0,1,343804
International Journal of Antimicrobial Agents,Elsevier BV,2014,236,http://creativecommons.org/licenses/by/3.0,2,343804
Advanced Electronic Materials,Wiley,2016,289,http://creativecommons.org/licenses/by-nc/4.0,2,108415
Advanced Electronic Materials,Wiley,2016,289,http://creativecommons.org/licenses/by/4.0,1,108415
Advanced Electronic Materials,Wiley,2017,288,http://creativecommons.org/licenses/by-nc-nd/4.0,3,110730
Advanced Electronic Materials,Wiley,2017,288,http://creativecommons.org/licenses/by-nc/4.0,3,110730
Advanced Electronic Materials,Wiley,2017,288,http://creativecommons.org/licenses/by/4.0,2,110730
Advanced Electronic Materials,Wiley,2015,221,NA,NA,104299
Advanced Electronic Materials,Wiley,2018,116,http://creativecommons.org/licenses/by-nc-nd/4.0,1,49018
Advanced Electronic Materials,Wiley,2014,1,NA,NA,102177
Seminars in Nephrology,Elsevier BV,2015,83,NA,NA,357226
Seminars in Nephrology,Elsevier BV,2014,82,http://creativecommons.org/licenses/by-nc-nd/4.0,1,343804
Seminars in Nephrology,Elsevier BV,2013,77,http://creativecommons.org/licenses/by-nc-nd/4.0,1,332602
Seminars in Nephrology,Elsevier BV,2013,77,http://creativecommons.org/licenses/by/4.0,1,332602
Seminars in Nephrology,Elsevier BV,2017,75,NA,NA,390927
Seminars in Nephrology,Elsevier BV,2016,61,NA,NA,375061
Seminars in Nephrology,Elsevier BV,2018,37,http://creativecommons.org/licenses/by-nc-nd/4.0,3,247544
Experimental Hematology,Elsevier BV,2017,454,http://creativecommons.org/licenses/by-nc-nd/4.0,5,390927
Experimental Hematology,Elsevier BV,2017,454,http://creativecommons.org/licenses/by/4.0,4,390927
Experimental Hematology,Elsevier BV,2015,415,http://creativecommons.org/licenses/by-nc-nd/3.0,1,357226
Experimental Hematology,Elsevier BV,2015,415,http://creativecommons.org/licenses/by-nc-nd/4.0,4,357226
Experimental Hematology,Elsevier BV,2015,415,http://creativecommons.org/licenses/by/4.0,2,357226
Experimental Hematology,Elsevier BV,2013,392,NA,NA,332602
Experimental Hematology,Elsevier BV,2016,386,http://creativecommons.org/licenses/by-nc-nd/4.0,9,375061
Experimental Hematology,Elsevier BV,2016,386,http://creativecommons.org/licenses/by/4.0,2,375061
Experimental Hematology,Elsevier BV,2014,377,http://creativecommons.org/licenses/by-nc-nd/4.0,2,343804
Experimental Hematology,Elsevier BV,2014,377,http://creativecommons.org/licenses/by/3.0,1,343804
Experimental Hematology,Elsevier BV,2014,377,http://creativecommons.org/licenses/by/4.0,1,343804
Experimental Hematology,Elsevier BV,2018,68,http://creativecommons.org/licenses/by-nc-nd/4.0,4,247544
Experimental Hematology,Elsevier BV,2018,68,http://creativecommons.org/licenses/by/4.0,4,247544
Transboundary and Emerging Diseases,Wiley,2017,194,http://creativecommons.org/licenses/by-nc-nd/4.0,1,110730
Transboundary and Emerging Diseases,Wiley,2017,194,http://creativecommons.org/licenses/by/4.0,14,110730
Transboundary and Emerging Diseases,Wiley,2013,156,NA,NA,99550
Transboundary and Emerging Diseases,Wiley,2015,139,http://creativecommons.org/licenses/by-nc-nd/4.0,5,104299
Transboundary and Emerging Diseases,Wiley,2015,139,http://creativecommons.org/licenses/by-nc/4.0,1,104299
Transboundary and Emerging Diseases,Wiley,2015,139,http://creativecommons.org/licenses/by/4.0,6,104299
Transboundary and Emerging Diseases,Wiley,2016,137,http://creativecommons.org/licenses/by-nc-nd/4.0,3,108415
Transboundary and Emerging Diseases,Wiley,2016,137,http://creativecommons.org/licenses/by-nc/4.0,2,108415
Transboundary and Emerging Diseases,Wiley,2016,137,http://creativecommons.org/licenses/by/4.0,6,108415
Transboundary and Emerging Diseases,Wiley,2018,119,http://creativecommons.org/licenses/by-nc-nd/4.0,1,49018
Transboundary and Emerging Diseases,Wiley,2018,119,http://creativecommons.org/licenses/by-nc/4.0,1,49018
Transboundary and Emerging Diseases,Wiley,2018,119,http://creativecommons.org/licenses/by/4.0,5,49018
Transboundary and Emerging Diseases,Wiley,2014,109,NA,NA,102177
Pigment Cell & Melanoma Research,Wiley,2013,142,NA,NA,99550
Pigment Cell & Melanoma Research,Wiley,2014,139,NA,NA,102177
Pigment Cell & Melanoma Research,Wiley,2017,117,http://creativecommons.org/licenses/by/4.0,4,110730
Pigment Cell & Melanoma Research,Wiley,2015,103,NA,NA,104299
Pigment Cell & Melanoma Research,Wiley,2016,93,NA,NA,108415
Pigment Cell & Melanoma Research,Wiley,2018,36,http://creativecommons.org/licenses/by-nc/4.0,1,49018
Pigment Cell & Melanoma Research,Wiley,2018,36,http://creativecommons.org/licenses/by/4.0,1,49018
Research Evaluation,Oxford University Press (OUP),2017,46,http://creativecommons.org/licenses/by-nc/4.0,1,47306
Research Evaluation,Oxford University Press (OUP),2015,44,NA,NA,38466
Research Evaluation,Oxford University Press (OUP),2014,33,NA,NA,35861
Research Evaluation,Oxford University Press (OUP),2016,31,NA,NA,41935
Research Evaluation,Oxford University Press (OUP),2013,31,NA,NA,34651
Research Evaluation,Oxford University Press (OUP),2018,19,http://creativecommons.org/licenses/by-nc-nd/4.0,1,20883
Research Evaluation,Oxford University Press (OUP),2018,19,http://creativecommons.org/licenses/by-nc/4.0,1,20883
Drug Discovery Today: Technologies,Elsevier BV,2013,72,NA,NA,332602
Drug Discovery Today: Technologies,Elsevier BV,2015,43,http://creativecommons.org/licenses/by-nc-nd/4.0,1,357226
Drug Discovery Today: Technologies,Elsevier BV,2015,43,http://creativecommons.org/licenses/by/4.0,2,357226
Drug Discovery Today: Technologies,Elsevier BV,2016,37,NA,NA,375061
Drug Discovery Today: Technologies,Elsevier BV,2014,30,http://creativecommons.org/licenses/by-nc-nd/3.0,2,343804
Drug Discovery Today: Technologies,Elsevier BV,2017,29,http://creativecommons.org/licenses/by-nc-nd/4.0,2,390927
Drug Discovery Today: Technologies,Elsevier BV,2018,8,NA,NA,247544
Journal of Pain and Symptom Management,Elsevier BV,2016,880,http://creativecommons.org/licenses/by-nc-nd/4.0,6,375061
Journal of Pain and Symptom Management,Elsevier BV,2016,880,http://creativecommons.org/licenses/by/4.0,3,375061
Journal of Pain and Symptom Management,Elsevier BV,2018,600,http://creativecommons.org/licenses/by-nc-nd/4.0,5,247544
Journal of Pain and Symptom Management,Elsevier BV,2017,591,http://creativecommons.org/licenses/by-nc-nd/4.0,4,390927
Journal of Pain and Symptom Management,Elsevier BV,2015,568,http://creativecommons.org/licenses/by-nc-nd/4.0,12,357226
Journal of Pain and Symptom Management,Elsevier BV,2015,568,http://creativecommons.org/licenses/by/4.0,2,357226
Journal of Pain and Symptom Management,Elsevier BV,2014,516,http://creativecommons.org/licenses/by-nc-nd/4.0,3,343804
Journal of Pain and Symptom Management,Elsevier BV,2013,470,http://creativecommons.org/licenses/by-nc-nd/4.0,1,332602
Journal of Pain and Symptom Management,Elsevier BV,2013,470,http://creativecommons.org/licenses/by/4.0,1,332602
Molecular Neuropsychiatry,S. Karger AG,2016,24,NA,NA,1398
Molecular Neuropsychiatry,S. Karger AG,2017,23,NA,NA,1305
Molecular Neuropsychiatry,S. Karger AG,2015,23,http://creativecommons.org/licenses/by/4.0,1,1495
Molecular Neuropsychiatry,S. Karger AG,2018,4,NA,NA,409
Infancy,Wiley,2017,49,http://creativecommons.org/licenses/by/4.0,2,110730
Infancy,Wiley,2016,49,http://creativecommons.org/licenses/by-nd/4.0,1,108415
Infancy,Wiley,2016,49,http://creativecommons.org/licenses/by/4.0,2,108415
Infancy,Wiley,2015,49,NA,NA,104299
Infancy,Wiley,2013,39,NA,NA,99550
Infancy,Wiley,2014,27,http://creativecommons.org/licenses/by/3.0,1,102177
Infancy,Wiley,2018,22,http://creativecommons.org/licenses/by/4.0,1,49018
Journal of Radiological Protection,IOP Publishing,2016,115,http://creativecommons.org/licenses/by/3.0,11,13300
Journal of Radiological Protection,IOP Publishing,2017,105,http://creativecommons.org/licenses/by/3.0,9,13285
Journal of Radiological Protection,IOP Publishing,2013,92,http://creativecommons.org/licenses/by/3.0,2,12501
Journal of Radiological Protection,IOP Publishing,2015,86,http://creativecommons.org/licenses/by/3.0,3,12336
Journal of Radiological Protection,IOP Publishing,2014,85,http://creativecommons.org/licenses/by-nc-sa/3.0,1,11766
Journal of Radiological Protection,IOP Publishing,2014,85,http://creativecommons.org/licenses/by/3.0,8,11766
Journal of Radiological Protection,IOP Publishing,2018,74,http://creativecommons.org/licenses/by/3.0,5,6675
Habitat International,Elsevier BV,2015,222,http://creativecommons.org/licenses/by-nc-nd/4.0,2,357226
Habitat International,Elsevier BV,2015,222,http://creativecommons.org/licenses/by/4.0,1,357226
Habitat International,Elsevier BV,2016,201,http://creativecommons.org/licenses/by-nc-nd/4.0,6,375061
Habitat International,Elsevier BV,2014,164,http://creativecommons.org/licenses/by/3.0,1,343804
Habitat International,Elsevier BV,2017,145,http://creativecommons.org/licenses/by-nc-nd/4.0,3,390927
Habitat International,Elsevier BV,2013,119,NA,NA,332602
